Company,Ticker,Year,BESG ESG Score,BESG Environmental Pillar Score,BESG Social Pillar Score,BESG Governance Pillar Score,ESG Disclosure Score,Environmental Disclosure Score,Social Disclosure Score,Governance Disclosure Score,Nitrogen Oxide Emissions,Risks of Climate Change Discussed,GHG Scope 1,GHG Scope 2 Location-Based,Policy Against Child Labor,Pct Women in Workforce,Fatalities - Employees,Fatalities - Total,Total Recordable Incident Rate - Employees,Number of Employees - CSR,Years Auditor Employed,Size of Audit Committee,Number of Independent Directors on Audit Committee,Audit Committee Meetings,Audit Committee Meeting Attendance Percentage,Board Size,Number of Executives / Company Managers,Number of Non Executive Directors on Board,Number of Board Meetings for the Year,Board Meeting Attendance Pct,Size of Compensation Committee,Num of Independent Directors on Compensation Cmte,Number of Compensation Committee Meetings,Compensation Committee Meeting Attendance %,Number of Female Executives,Number of Women on Board,Age of the Youngest Director,Age of the Oldest Director,Number of Independent Directors,Size of Nomination Committee,Num of Independent Directors on Nomination Cmte,Number of Nomination Committee Meetings,Nomination Committee Meeting Attendance Percentage,Board Duration (Years),Total Energy Consumption,Total Water Withdrawal,Human Rights Policy,Equal Opportunity Policy,Business Ethics Policy,Anti-Bribery Ethics Policy,Health and Safety Policy,Training Policy,Social Supply Chain Management,Emissions Reduction Initiatives,Climate Change Policy,Climate Change Opportunities Discussed,Energy Efficiency Policy,Waste Reduction Policy,Environmental Supply Chain Management,Water Policy,Biodiversity Policy,Fair Remuneration Policy,Verification Type,Employee CSR Training,Market Cap Category,Country
LyondellBasell Industries NV,LYB,2018,4.8,3.55,4.51,7.57,63.94,65.03,44.74,81.97,7.8,True,429.6283333333333,234.60007450980393,True,17.0,0.0,0.0,0.22,382.0677083333333,11.0,4.0,4.0,7.0,75.0,12.0,11.0,11.0,11.0,93.34091862068965,4.0,4.0,3.0,75.0,1.0,3.0,52.0,75.0,11.0,5.0,5.0,3.0,93.79323809523811,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,True,False,False,Mid Cap,Netherlands
LyondellBasell Industries NV,LYB,2019,5.48,3.48,7.06,7.81,65.51,61.64,47.31,87.48,7.5,True,429.6283333333333,234.60007450980393,True,18.6,1.0,2.0,0.2,382.0677083333333,12.0,4.0,4.0,5.0,85.0,12.0,11.0,11.0,9.0,85.0,4.0,4.0,6.0,85.0,1.0,3.0,53.0,75.0,11.0,5.0,5.0,3.0,85.0,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,True,False,False,Mid Cap,Netherlands
LyondellBasell Industries NV,LYB,2020,5.43,3.13,7.79,7.68,64.2,56.15,48.88,87.48,7.4,True,429.6283333333333,234.60007450980393,True,18.8,0.0,0.0,0.18,382.0677083333333,13.0,4.0,4.0,5.0,95.0,11.0,10.0,10.0,9.0,95.0,4.0,4.0,4.0,95.0,1.0,3.0,54.0,74.0,9.0,4.0,4.0,4.0,95.0,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,False,False,Mid Cap,Netherlands
LyondellBasell Industries NV,LYB,2021,5.77,3.95,7.37,7.63,70.3,70.52,52.84,87.48,7.5,True,429.6283333333333,234.60007450980393,True,18.12,0.0,2.0,0.17,382.0677083333333,14.0,4.0,4.0,5.0,85.0,12.0,10.0,11.0,9.0,85.0,4.0,4.0,7.0,85.0,1.0,2.0,55.0,75.0,11.0,4.0,4.0,5.0,100.0,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,Mid Cap,Netherlands
LyondellBasell Industries NV,LYB,2022,6.25,4.34,7.9,8.24,73.05,70.52,54.81,93.74,6.8,True,429.6283333333333,234.60007450980393,True,19.41,0.0,0.0,0.16,382.0677083333333,15.0,4.0,4.0,5.0,90.0,12.0,11.0,11.0,6.0,90.0,5.0,5.0,6.0,90.0,2.0,3.0,57.0,75.0,11.0,4.0,4.0,4.0,90.0,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,Mid Cap,Netherlands
LyondellBasell Industries NV,LYB,2023,6.18,4.46,7.7,7.88,76.31,77.74,57.38,93.74,7.3,True,429.6283333333333,234.60007450980393,True,20.0,0.0,0.0,0.14,382.0677083333333,16.0,3.0,3.0,5.0,93.0,11.0,11.0,10.0,6.0,93.0,4.0,4.0,4.0,93.0,3.0,4.0,58.0,72.0,10.0,4.0,4.0,4.0,93.0,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,Mid Cap,Netherlands
MEG Energy Corp,MEG,2015,3.34,2.71,1.46,7.2,48.76,37.03,25.51,83.59,0.9,True,429.6283333333333,0.8,False,26.508317841079464,0.0,0.0,0.29,627.0,12.0,3.0,3.0,5.0,100.0,9.0,14.0,8.0,8.0,95.55,4.0,4.0,9.0,97.22,0.0,1.0,42.0,69.0,8.0,5.0,5.0,3.0,93.33,1.0,341.7038493150685,423.77154455445543,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,False,True,False,Mid Cap,Canada
MEG Energy Corp,MEG,2016,3.34,2.74,1.49,7.07,48.09,33.65,25.51,84.98,0.9,True,429.6283333333333,1.1,False,26.508317841079464,0.0,0.0,0.17,584.0,13.0,3.0,3.0,5.0,100.0,11.0,10.0,10.0,14.0,94.96,4.0,4.0,8.0,86.11,0.0,1.0,43.0,70.0,8.0,3.0,3.0,5.0,86.95,1.0,341.7038493150685,423.77154455445543,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,False,True,False,Mid Cap,Canada
MEG Energy Corp,MEG,2017,3.83,3.95,1.11,7.37,50.86,36.48,30.99,84.98,0.9,True,429.6283333333333,0.1,False,23.0,0.0,0.0,0.36,516.0,14.0,3.0,3.0,5.0,100.0,11.0,10.0,10.0,9.0,94.56,4.0,4.0,4.0,100.0,0.0,1.0,43.0,71.0,10.0,3.0,3.0,2.0,100.0,1.0,341.7038493150685,423.77154455445543,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,False,True,False,Mid Cap,Canada
MEG Energy Corp,MEG,2018,5.05,5.04,3.18,7.27,55.85,40.2,35.97,91.24,0.9,True,429.6283333333333,0.0,False,22.0,0.0,0.0,0.37,515.0,15.0,3.0,3.0,5.0,100.0,9.0,7.0,9.0,14.0,98.48,3.0,3.0,9.0,93.55,0.0,1.0,45.0,72.0,8.0,3.0,3.0,3.0,100.0,1.0,341.7038493150685,423.77154455445543,False,True,True,True,True,False,True,True,True,True,True,False,True,True,True,False,True,False,Mid Cap,Canada
MEG Energy Corp,MEG,2019,5.68,5.53,4.06,7.81,56.98,43.58,35.97,91.24,0.8,True,429.6283333333333,0.0,False,21.0,0.0,0.0,0.0,447.0,16.0,4.0,4.0,5.0,100.0,10.0,4.0,9.0,10.0,98.91,3.0,3.0,11.0,100.0,0.0,2.0,56.0,73.0,9.0,4.0,4.0,5.0,100.0,1.0,341.7038493150685,724.0,False,True,True,True,True,False,True,True,True,True,True,False,True,True,True,False,True,False,Mid Cap,Canada
MEG Energy Corp,MEG,2020,5.61,5.67,3.75,7.66,62.43,57.11,38.82,91.24,0.8,True,429.6283333333333,0.0,True,19.0,0.0,0.0,0.26,391.0,17.0,3.0,3.0,4.0,100.0,10.0,4.0,9.0,7.0,100.0,4.0,4.0,7.0,100.0,0.0,3.0,57.0,74.0,9.0,4.0,4.0,5.0,100.0,1.0,341.7038493150685,807.0,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,False,True,False,Mid Cap,Canada
MEG Energy Corp,MEG,2021,5.65,5.52,4.08,7.7,61.96,55.69,38.82,91.24,1.0,True,429.6283333333333,0.0,True,20.0,0.0,0.0,0.21,410.0,18.0,3.0,3.0,4.0,100.0,10.0,5.0,9.0,8.0,100.0,3.0,3.0,5.0,100.0,1.0,3.0,58.0,75.0,9.0,4.0,4.0,4.0,100.0,1.0,341.7038493150685,916.0,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,False,True,False,Mid Cap,Canada
MEG Energy Corp,MEG,2022,6.56,6.52,5.22,8.11,66.8,70.25,38.82,91.24,1.0,True,429.6283333333333,0.4,True,21.0,0.0,0.0,0.0,430.0,19.0,3.0,3.0,4.0,100.0,9.0,4.0,8.0,7.0,100.0,4.0,4.0,5.0,100.0,1.0,3.0,47.0,76.0,8.0,3.0,3.0,4.0,95.45,1.0,341.7038493150685,635.0,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,Mid Cap,Canada
MOL Hungarian Oil & Gas PLC,MOL,2015,4.49,4.76,4.94,3.64,60.35,50.5,54.66,75.83,5.2,True,429.6283333333333,234.60007450980393,False,22.0,1.0,6.0,0.47,382.0677083333333,14.0,3.0,3.0,5.0,100.0,9.0,7.0,9.0,5.0,91.0,5.0,3.0,4.0,93.96819696969696,0.0,1.0,50.06,72.24714285714286,5.0,5.0,3.69811320754717,4.0,93.79323809523811,5.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,Mid Cap,Hungary
MOL Hungarian Oil & Gas PLC,MOL,2016,4.72,4.77,5.4,3.98,61.16,51.92,55.68,75.83,5.7,True,429.6283333333333,234.60007450980393,True,24.3,0.0,2.0,0.4,382.0677083333333,15.0,3.0,3.0,5.0,87.0,9.0,8.0,9.0,5.0,91.0,5.0,3.0,4.0,93.96819696969696,0.0,1.0,50.06,72.24714285714286,5.0,5.0,3.69811320754717,4.0,93.79323809523811,5.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,Mid Cap,Hungary
MOL Hungarian Oil & Gas PLC,MOL,2017,4.84,4.81,5.38,4.37,67.92,66.29,55.68,81.73,7.5,True,429.6283333333333,950.0,True,24.1,0.0,4.0,0.48,382.0677083333333,16.0,6.0,6.0,5.0,88.0,12.0,9.0,12.0,5.0,92.0,5.0,3.0,5.0,96.0,0.0,3.0,50.06,72.24714285714286,7.0,5.0,3.69811320754717,5.0,96.0,5.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,Mid Cap,Hungary
MOL Hungarian Oil & Gas PLC,MOL,2018,4.86,5.38,4.72,4.16,68.12,69.68,55.68,78.96,6.4,True,429.6283333333333,850.0,True,24.3,1.0,1.0,0.56,382.0677083333333,17.0,5.0,5.0,5.0,93.0,13.0,8.0,13.0,5.0,82.0,5.0,3.437745740498034,5.0,96.0,0.0,2.0,50.06,72.24714285714286,7.0,5.0,3.69811320754717,5.0,96.0,5.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,Mid Cap,Hungary
MOL Hungarian Oil & Gas PLC,MOL,2019,5.13,5.57,5.31,4.26,68.46,69.68,56.71,78.96,5.6,True,429.6283333333333,900.0,True,24.0,0.0,1.0,0.45,382.0677083333333,18.0,6.0,6.0,5.0,84.0,14.0,8.0,14.0,5.0,92.0,5.0,3.437745740498034,6.0,77.0,0.0,3.0,50.06,72.24714285714286,8.0,5.0,3.69811320754717,6.0,77.0,5.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,Mid Cap,Hungary
MOL Hungarian Oil & Gas PLC,MOL,2020,5.11,6.19,4.47,4.07,69.59,73.06,56.71,78.96,6.1,True,429.6283333333333,800.0,True,24.5,0.0,2.0,0.35,382.0677083333333,19.0,4.0,4.0,4.0,85.0,13.0,10.0,13.0,5.0,91.97,5.0,3.437745740498034,6.0,97.0,0.0,3.0,50.06,72.24714285714286,7.0,5.0,3.69811320754717,6.0,97.0,5.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,Mid Cap,Hungary
MOL Hungarian Oil & Gas PLC,MOL,2021,5.25,6.01,5.17,4.15,71.76,67.71,67.9,79.65,5.3,True,429.6283333333333,570.0,True,24.8,0.0,0.0,0.38,382.0677083333333,1.0,5.0,5.0,5.0,96.0,15.0,11.0,15.0,5.0,97.0,5.0,3.437745740498034,6.0,97.0,0.0,3.0,50.06,72.24714285714286,9.0,5.0,3.69811320754717,6.0,97.0,5.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,Mid Cap,Hungary
MOL Hungarian Oil & Gas PLC,MOL,2022,4.93,5.84,4.81,3.66,75.93,74.3,67.9,85.55,5.5,True,429.6283333333333,590.0,True,25.6,1.0,3.0,0.43,382.0677083333333,2.0,4.0,4.0,6.0,73.07,14.0,10.0,14.0,6.0,91.56,5.0,4.0,5.0,92.0,0.0,1.0,50.06,72.24714285714286,7.0,5.0,4.0,5.0,92.0,5.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,Mid Cap,Hungary
Mesquite Energy Inc,SNECQ,2015,1.89,1.33,0.57,4.9,31.21,0.0,12.18,81.28,22.403380067567568,False,429.6283333333333,234.60007450980393,False,26.508317841079464,0.20775193798449612,0.9289256198347108,0.5663528455284552,0.0,1.0,5.0,5.0,32.0,75.0,7.0,6.0,5.0,5.0,75.0,5.0,5.0,2.0,75.0,1.0,0.0,42.0,73.0,5.0,5.0,5.0,0.0,93.79323809523811,3.0,341.7038493150685,423.77154455445543,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Unknown,Canada
Mesquite Energy Inc,SNECQ,2016,1.76,1.18,0.57,4.66,32.26,0.0,12.18,84.41,22.403380067567568,False,429.6283333333333,234.60007450980393,False,26.508317841079464,0.20775193798449612,0.9289256198347108,0.5663528455284552,0.0,2.0,6.0,6.0,23.0,75.0,8.0,8.0,6.0,7.0,75.0,6.0,6.0,7.0,75.0,1.0,0.0,41.0,74.0,6.0,6.0,6.0,2.0,75.0,3.0,341.7038493150685,423.77154455445543,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Unknown,Canada
Mesquite Energy Inc,SNECQ,2017,1.95,1.43,0.57,5.01,31.87,1.18,12.97,81.28,22.403380067567568,False,429.6283333333333,234.60007450980393,False,26.508317841079464,0.20775193798449612,0.9289256198347108,0.5663528455284552,0.0,3.0,4.0,4.0,7.0,75.0,8.0,7.0,6.0,25.0,75.0,4.0,4.0,10.0,75.0,1.0,0.0,42.0,75.0,6.0,5.0,5.0,0.0,93.79323809523811,3.0,341.7038493150685,423.77154455445543,False,False,True,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,Unknown,Canada
Mesquite Energy Inc,SNECQ,2018,1.92,1.51,0.57,4.65,25.71,1.18,12.97,62.85,22.403380067567568,False,429.6283333333333,234.60007450980393,False,26.508317841079464,0.20775193798449612,0.9289256198347108,0.5663528455284552,0.0,4.0,4.0,4.0,7.215712383488682,94.09853801169591,10.0,6.0,8.0,10.678117048346056,93.34091862068965,4.0,4.0,5.160390516039052,93.96819696969696,1.0,0.0,43.0,76.0,8.0,5.0,5.0,4.5834522111269616,93.79323809523811,3.0,341.7038493150685,423.77154455445543,False,False,True,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,Unknown,Canada
Murphy Oil Corp,MUR,2015,3.05,1.82,1.7,7.63,39.34,9.54,23.34,84.98,22.403380067567568,True,429.6283333333333,174.3,False,26.508317841079464,0.0,0.0,0.06,382.0677083333333,64.0,4.0,4.0,5.0,99.0,12.0,8.0,11.0,6.0,99.0,4.0,4.0,3.0,99.0,1.0,2.0,47.0,72.0,10.0,4.0,4.0,4.0,99.0,1.0,341.7038493150685,423.77154455445543,False,True,True,True,True,True,False,True,True,False,True,True,False,False,False,False,False,False,Mid Cap,United States
Murphy Oil Corp,MUR,2016,3.25,1.93,1.79,8.23,40.89,9.54,27.99,84.98,22.403380067567568,True,429.6283333333333,172.5,True,26.508317841079464,0.0,0.0,0.0,382.0677083333333,65.0,4.0,4.0,6.0,99.0,13.0,14.0,12.0,7.0,99.0,4.0,4.0,4.0,99.0,2.0,3.0,48.0,73.0,12.0,4.0,4.0,4.0,99.0,1.0,341.7038493150685,423.77154455445543,False,True,True,True,True,True,False,True,True,False,True,True,False,False,False,False,False,False,Mid Cap,United States
Murphy Oil Corp,MUR,2017,4.29,4.06,1.9,7.9,47.41,24.4,32.71,84.98,2.2,True,429.6283333333333,54.3,True,32.0,0.0,0.0,0.07,382.0677083333333,66.0,4.0,4.0,6.0,99.0,12.0,13.0,11.0,6.0,99.0,4.0,4.0,3.0,99.0,2.0,2.0,49.0,72.0,11.0,4.0,4.0,3.0,99.0,1.0,341.7038493150685,423.77154455445543,False,True,True,True,True,True,False,True,True,False,True,True,False,False,False,False,False,False,Mid Cap,United States
Murphy Oil Corp,MUR,2018,4.76,4.36,2.95,7.74,47.69,25.25,32.71,84.98,2.7,True,429.6283333333333,51.5,True,28.0,0.0,0.0,0.21,382.0677083333333,67.0,4.0,4.0,6.0,99.0,12.0,15.0,11.0,7.0,99.0,4.0,4.0,3.0,99.0,3.0,2.0,50.0,73.0,11.0,4.0,4.0,3.0,99.0,1.0,341.7038493150685,423.77154455445543,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,False,Mid Cap,United States
Murphy Oil Corp,MUR,2019,5.84,5.33,5.18,7.48,49.68,26.09,37.85,84.98,3.2,True,429.6283333333333,30.3,True,27.0,0.0,0.0,0.35,823.0,68.0,4.0,4.0,6.0,99.0,13.0,13.0,12.0,8.0,99.0,5.0,5.0,3.0,99.0,2.0,2.0,51.0,74.0,12.0,4.0,4.0,2.0,99.0,1.0,341.7038493150685,423.77154455445543,False,True,True,True,True,True,False,True,True,False,True,True,False,True,True,False,False,False,Mid Cap,United States
Murphy Oil Corp,MUR,2020,6.41,6.54,5.54,7.1,60.86,51.56,39.66,91.24,2.8,True,429.6283333333333,34.0,True,21.0,0.0,0.0,0.12,675.0,69.0,6.0,6.0,5.0,100.0,13.0,10.0,12.0,7.0,100.0,6.0,6.0,6.0,100.0,2.0,2.0,52.0,75.0,12.0,4.0,4.0,3.0,100.0,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,Mid Cap,United States
Murphy Oil Corp,MUR,2021,6.77,6.85,5.64,7.85,58.05,43.13,39.66,91.24,2.8,True,925.2,42.0,True,21.0,0.0,0.0,0.13,696.0,70.0,5.0,5.0,5.0,100.0,13.0,10.0,12.0,6.0,100.0,5.0,5.0,3.0,100.0,2.0,2.0,50.0,75.0,12.0,4.0,4.0,3.0,100.0,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,Mid Cap,United States
Murphy Oil Corp,MUR,2022,7.02,6.95,6.46,7.72,61.08,46.51,45.37,91.24,2.9,True,429.6283333333333,31.7,True,21.59,0.0,0.0,0.26,691.0,71.0,5.0,5.0,5.0,75.0,13.0,12.0,12.0,7.0,75.0,4.0,4.0,4.0,75.0,3.0,2.0,51.0,76.0,12.0,4.0,4.0,2.0,75.0,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,Mid Cap,United States
Murphy Oil Corp,MUR,2023,7.1,6.95,6.87,7.58,70.62,71.37,42.87,97.5,3.5,True,429.6283333333333,28.2,True,22.0,0.0,0.0,0.38,725.0,72.0,4.0,4.0,5.0,75.0,10.0,12.0,9.0,6.0,75.0,3.0,3.0,5.0,75.0,3.0,3.0,52.0,74.0,9.0,4.0,4.0,2.0,75.0,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Mid Cap,United States
National Energy Services Reunited Corp,NESR,2017,0.6,0.0,0.0,2.53,21.4,0.0,2.57,61.47,22.403380067567568,True,429.6283333333333,234.60007450980393,True,26.508317841079464,0.20775193798449612,0.9289256198347108,0.5663528455284552,382.0677083333333,1.0,3.0,2.0,7.215712383488682,94.09853801169591,4.0,2.0,2.0,10.678117048346056,93.34091862068965,3.0,2.0,5.160390516039052,93.96819696969696,0.0,1.0,37.0,60.0,2.0,2.0,2.0,4.5834522111269616,93.79323809523811,2.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Small Cap,United Arab Emirates
National Energy Services Reunited Corp,NESR,2018,0.99,0.0,0.0,4.62,22.51,0.0,5.35,62.04,22.403380067567568,True,429.6283333333333,234.60007450980393,True,26.508317841079464,0.20775193798449612,0.9289256198347108,0.5663528455284552,382.0677083333333,1.0,3.0,3.0,7.215712383488682,94.09853801169591,8.0,3.0,6.0,10.678117048346056,93.34091862068965,3.0,2.0,5.160390516039052,93.96819696969696,1.0,1.0,38.0,63.0,5.0,3.0,2.0,4.5834522111269616,93.79323809523811,2.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Small Cap,United Arab Emirates
National Energy Services Reunited Corp,NESR,2019,2.81,2.98,1.01,4.89,36.79,15.46,26.48,68.3,22.403380067567568,True,33.4,2.6,True,26.508317841079464,0.0,1.0,0.5663528455284552,382.0677083333333,2.0,3.0,3.0,7.215712383488682,94.09853801169591,8.0,2.0,7.0,10.678117048346056,93.34091862068965,3.0,2.0,5.160390516039052,93.96819696969696,0.0,1.0,39.0,65.0,5.0,3.0,2.0,4.5834522111269616,93.79323809523811,2.0,341.7038493150685,93.9,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Small Cap,United Arab Emirates
National Energy Services Reunited Corp,NESR,2020,4.4,3.34,4.88,5.47,47.21,37.21,36.03,68.3,22.403380067567568,True,118.9,2.4,True,26.508317841079464,0.0,0.0,0.5663528455284552,382.0677083333333,3.0,3.0,3.0,7.215712383488682,94.09853801169591,8.0,3.0,7.0,10.678117048346056,93.34091862068965,3.0,2.0,5.160390516039052,93.96819696969696,0.0,1.0,38.0,66.0,5.0,3.0,2.0,4.5834522111269616,93.79323809523811,2.0,462.1,142.3,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Small Cap,United Arab Emirates
Naturgy Energy Group SA,NTGY,2015,1.87,0.0,3.72,4.28,56.65,52.88,40.54,76.46,37.3,False,429.6283333333333,234.60007450980393,True,28.0,1.0,8.0,1.27,382.0677083333333,25.0,3.0,2.0,9.0,94.09853801169591,17.0,14.0,15.0,12.0,95.59,3.0,2.0,4.0,93.96819696969696,1.0,2.0,50.06,72.24714285714286,7.0,3.0,2.0,4.0,93.79323809523811,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,Large Cap,Spain
Naturgy Energy Group SA,NTGY,2016,3.29,2.06,4.95,4.09,58.78,58.23,41.57,76.46,30.8,False,429.6283333333333,234.60007450980393,True,28.8,0.0,5.0,0.7,382.0677083333333,26.0,7.0,4.0,7.0,94.09853801169591,17.0,12.0,16.0,15.0,94.51,5.0,2.0,6.0,93.96819696969696,1.0,3.0,50.06,72.24714285714286,6.0,5.0,2.0,6.0,93.79323809523811,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,Large Cap,Spain
Naturgy Energy Group SA,NTGY,2017,4.5,3.64,5.77,4.89,62.08,58.23,45.19,82.72,29.3,False,429.6283333333333,234.60007450980393,True,28.98,0.0,2.0,0.53,382.0677083333333,27.0,7.0,4.0,10.0,94.09853801169591,17.0,12.0,16.0,15.0,97.25,5.0,2.0,5.0,93.96819696969696,1.0,3.0,50.06,72.24714285714286,6.0,5.0,2.0,5.0,93.79323809523811,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,Large Cap,Spain
Naturgy Energy Group SA,NTGY,2018,5.4,5.27,5.74,5.37,62.08,58.23,45.19,82.72,18.4,False,429.6283333333333,234.60007450980393,True,31.0,0.0,6.0,0.39,382.0677083333333,1.0,7.0,4.0,7.0,94.09853801169591,12.0,16.0,11.0,12.0,93.0,7.0,4.0,10.0,93.96819696969696,1.0,1.0,50.06,72.24714285714286,5.0,7.0,4.0,10.0,93.79323809523811,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,Large Cap,Spain
Naturgy Energy Group SA,NTGY,2019,5.38,5.06,5.47,5.75,64.19,61.61,43.14,87.72,12.1,False,429.6283333333333,234.60007450980393,True,32.0,0.0,1.0,0.5663528455284552,382.0677083333333,2.0,7.0,4.0,6.0,94.09853801169591,12.0,16.0,11.0,16.0,97.0,7.0,4.0,6.0,93.96819696969696,1.0,1.0,48.0,75.0,6.0,7.0,4.0,6.0,93.79323809523811,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,Large Cap,Spain
Naturgy Energy Group SA,NTGY,2020,5.26,4.33,5.67,6.32,68.09,73.33,43.14,87.72,10.6,False,429.6283333333333,234.60007450980393,True,33.0,0.0,5.0,0.1,382.0677083333333,3.0,7.0,4.0,10.0,94.09853801169591,12.0,10.0,11.0,24.0,99.3,7.0,4.0,9.0,93.96819696969696,0.0,3.0,49.0,74.0,5.0,7.0,4.0,9.0,93.79323809523811,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,Large Cap,Spain
Naturgy Energy Group SA,NTGY,2021,5.25,4.33,5.72,6.27,69.2,71.91,47.88,87.72,7.9,False,429.6283333333333,487.1,True,32.0,0.0,1.0,0.12,382.0677083333333,1.0,7.0,4.0,6.0,94.09853801169591,12.0,10.0,11.0,23.0,97.0,7.0,4.0,8.0,93.96819696969696,0.0,3.0,50.0,77.0,5.0,7.0,4.0,8.0,93.79323809523811,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,Large Cap,Spain
Naturgy Energy Group SA,NTGY,2022,5.58,5.06,5.62,6.27,69.96,74.21,47.88,87.72,8.1,True,429.6283333333333,363.5,True,33.0,0.0,2.0,0.17,382.0677083333333,2.0,5.0,3.0,8.0,94.09853801169591,12.0,10.0,11.0,22.0,96.0,5.0,2.0,4.0,93.96819696969696,0.0,3.0,51.0,78.0,3.0,5.0,2.0,4.0,93.79323809523811,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,Large Cap,Spain
Navigator Holdings Ltd,NVGS,2021,3.41,3.86,2.0,3.72,33.84,26.19,15.69,59.54,22.403380067567568,True,905.1,31.2,True,33.87,0.20775193798449612,0.9289256198347108,0.5663528455284552,124.0,3.0,3.0,3.0,7.215712383488682,94.09853801169591,7.0,3.0,6.0,10.678117048346056,93.34091862068965,3.0,3.0,5.160390516039052,93.96819696969696,1.3815165876777251,1.0,41.0,73.0,6.0,2.0,2.0,4.5834522111269616,93.79323809523811,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,False,False,Unknown,Canada
Navigator Holdings Ltd,NVGS,2022,4.31,4.44,3.75,4.48,41.88,33.59,29.93,62.04,22.403380067567568,True,881.4,31.8,True,34.0,0.0,0.0,1.9,778.0,4.0,4.0,4.0,7.215712383488682,94.09853801169591,7.0,4.0,6.0,10.678117048346056,93.34091862068965,3.0,3.0,5.160390516039052,93.96819696969696,0.0,1.0,42.0,74.0,6.0,3.0,3.0,4.5834522111269616,93.79323809523811,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,Unknown,Canada
