Company,Ticker,Year,BESG ESG Score,BESG Environmental Pillar Score,BESG Social Pillar Score,BESG Governance Pillar Score,ESG Disclosure Score,Environmental Disclosure Score,Social Disclosure Score,Governance Disclosure Score,Nitrogen Oxide Emissions,VOC Emissions,Particulate Emissions,Sulphur Dioxide / Sulphur Oxide Emissions,Risks of Climate Change Discussed,GHG Scope 1,GHG Scope 2 Location-Based,GHG Scope 3,Carbon per Unit of Production,Fuel Used - Natural Gas,Energy Per Unit of Production,Policy Against Child Labor,Community Spending,Gender Pay Gap Breakout,Pct Women in Middle and or Other Management,Pct Women in Workforce,Fatalities - Employees,Fatalities - Contractors,Fatalities - Total,Lost Time Incident Rate - Employees,Lost Time Incident Rate - Contractors,Lost Time Incident Rate - Workforce,Total Recordable Incident Rate - Employees,Total Recordable Incident Rate - Contractors,Total Recordable Incident Rate - Workforce,Number of Employees - CSR,Number of Contractors,Employee Turnover Pct,Years Auditor Employed,Size of Audit Committee,Number of Independent Directors on Audit Committee,Audit Committee Meetings,Audit Committee Meeting Attendance Percentage,Board Size,Number of Executives / Company Managers,Number of Non Executive Directors on Board,Number of Board Meetings for the Year,Board Meeting Attendance Pct,Size of Compensation Committee,Num of Independent Directors on Compensation Cmte,Number of Compensation Committee Meetings,Compensation Committee Meeting Attendance %,Number of Female Executives,Number of Women on Board,Board Age Limit,Age of the Youngest Director,Age of the Oldest Director,Number of Independent Directors,Size of Nomination Committee,Num of Independent Directors on Nomination Cmte,Number of Nomination Committee Meetings,Nomination Committee Meeting Attendance Percentage,Board Duration (Years),Carbon Monoxide Emissions,CO2 Scope 1,Scope of Disclosure,Total Energy Consumption,Electricity Used,Total Waste,Waste Recycled,Waste Sent to Landfills,Total Water Withdrawal,Total Water Discharged,Water Consumption,Human Rights Policy,Equal Opportunity Policy,Pct Women in Senior Management,Pct Minorities in Workforce,Business Ethics Policy,Anti-Bribery Ethics Policy,Health and Safety Policy,Training Policy,Pct Employees Unionized,Employee Training Cost,Total Hours Spent by Firm - Employee Training,Social Supply Chain Management,Emissions Reduction Initiatives,Climate Change Policy,Climate Change Opportunities Discussed,Energy Efficiency Policy,Fuel Used - Coal/Lignite,Fuel Used - Crude Oil/Diesel,Waste Reduction Policy,Hazardous Waste,Environmental Supply Chain Management,Water Policy,Biodiversity Policy,Quality Assurance and Recall Policy,Consumer Data Protection Policy,Fair Remuneration Policy,Verification Type,Employee CSR Training,Renewable Energy Use,80%+ Workforce Gender Pay Gap Waterfall,Political Donations,Company Conducts Board Evaluations,Company Has Executive Share Ownership Guidelines,Director Share Ownership Guidelines,GHG Scope 2 Market-Based,Self Generated Renewable Electricity,Pct Minorities in Management,Pct Disabled in Workforce,Percentage Gender Pay Gap for Senior Management,Percentage Gender Pay Gap Mid & Other Management,CO2 Scope 2 Location-Based,Water per Unit of Production,Pct Recycled Materials,Number of Suppliers Audited,Percentage Suppliers Audited,Number of Supplier Audits Conducted,Number Supplier Facilities Audited,Percentage of Suppliers in Non-Compliance,ODS Emissions,Number of Customer Complaints,Transition Plan Claim,Adopts TNFD Recommendations,Zero Deforestation Policy,Board Level Oversight of Biodiversity,Executive Level Oversight of Biodiversity,Company Discloses Employee Engagement Score,Indep Directors,Raw Materials Used,Percentage Gender Pay Gap Employees Ex Management,Percentage Raw Material from Sustainable Sources,"Revenue, Adj","Net Income, Adj",Margin %,"EPS, Adj",Market Cap ($M),Market Cap Category
LG Chem Ltd,051910,2010,,,,,37.41,16.79,16.69,78.60,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,"9,373.00",,,6.00,3.00,3.00,6.00,100.00,7.00,71.00,5.00,10.00,,0.00,,,,0.00,0.00,,55.00,66.00,4.00,2.00,1.00,1.00,100.00,3.00,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,,10.2,,Yes,Yes,Yes,No,Yes,,,Yes,,Yes,Yes,No,,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13058.8,Large Cap
LG Chem Ltd,051910,2011,,,,,35.25,16.79,12.70,76.10,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,7.00,3.00,3.00,5.00,100.00,7.00,74.00,4.00,9.00,,0.00,,,,,0.00,,55.00,64.00,4.00,2.00,1.00,1.00,100.00,3.00,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,,11.3,,No,Yes,Yes,No,Yes,,,Yes,,Yes,Yes,No,,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13058.8,Large Cap
LG Chem Ltd,051910,2012,,,,,35.59,16.79,16.87,72.97,,,,,No,,,,,,,Yes,24.3,,,,,,,,,,,,,,,,8.00,3.00,3.00,5.00,100.00,11.00,78.00,7.00,8.00,,0.00,,,,,0.00,,53.00,65.00,6.00,3.00,2.00,1.00,,3.00,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,,12.3,,No,Yes,Yes,No,Yes,,,Yes,,Yes,Yes,No,,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13058.8,Large Cap
LG Chem Ltd,051910,2013,,,,,52.10,51.40,26.18,78.60,1.1,,0.3,0.4,No,"4,827.2","3,782.9",,,,2.51,Yes,21.4,,,24.07,,,,,,,0.35,,,"20,451.00",,,9.00,3.00,3.00,5.00,93.33,11.00,83.00,7.00,9.00,,0.00,,,,1.00,0.00,,54.00,66.00,6.00,3.00,2.00,1.00,100.00,3.00,,,,"41,299.4","16,475.3",186.5,124.7,,"63,829.9","16,576.3",,Yes,Yes,,,Yes,Yes,Yes,Yes,55.79,12.6,,Yes,Yes,Yes,No,Yes,,,Yes,46.8,Yes,Yes,No,,Yes,No,Yes,No,,,,,,,,,,,,,,"4,057.00",,,,,,,,,,,,,,,,"16,483.2",,,,,,,13058.8,Large Cap
LG Chem Ltd,051910,2014,,,,,53.50,49.44,26.18,84.74,1.3,,0.2,0.3,No,"4,663.8","3,765.9",,,,2.38,Yes,20.1,,,23.49,,,,,,,0.34,,,"24,928.00",,,10.00,3.00,3.00,5.00,,11.00,87.00,7.00,8.00,89.75,0.00,,,,1.00,0.00,,55.00,67.00,6.00,3.00,2.00,1.00,100.00,3.00,,,,"39,863.9","16,049.4",216.7,,,"57,604.5","16,561.4",,Yes,Yes,,,Yes,Yes,Yes,Yes,48.53,12.3,,Yes,Yes,Yes,No,Yes,,,Yes,61.5,Yes,Yes,No,,Yes,No,Yes,Yes,,,,,,,,,,,,,,"3,435.00",,,,,,,,,,,,,,,,"17,199.7",,,,,,,13058.8,Large Cap
LG Chem Ltd,051910,2015,3.24,3.59,1.46,4.80,65.64,64.39,45.19,87.24,1.2,,0.2,0.3,No,"4,925.8","3,793.0","5,514.5",,,2.45,Yes,22.3,,,21.79,,,,,,,0.19,0.22,,"26,195.00",,,11.00,3.00,3.00,5.00,100.00,6.00,91.00,4.00,10.00,100.00,0.00,,,,1.00,0.00,,59.00,63.00,3.00,3.00,2.00,1.00,66.67,3.00,,,,"41,973.3","16,410.8",234.5,,,"62,661.4","17,282.2",,Yes,Yes,,2.15,Yes,Yes,Yes,Yes,57.95,12.5,,Yes,Yes,Yes,No,Yes,,,Yes,80.9,Yes,Yes,No,,Yes,No,Yes,Yes,,,,,,,,,,0.96,,89.29,,"3,670.00",,273.00,7.25,,,,,,,,,,,,,"16,982.0",90.09,,,,,,13058.8,Large Cap
LG Chem Ltd,051910,2016,3.20,3.36,1.47,5.07,64.04,59.59,45.19,87.24,1.2,,0.2,0.1,No,"5,248.7","3,894.1","1,099.2",,,2.36,Yes,29.9,,,20.82,,,,,,,0.16,0.24,,"26,658.00",,,12.00,3.00,3.00,6.00,100.00,7.00,99.00,5.00,10.00,100.00,0.00,,,,1.00,0.00,,55.00,65.00,4.00,3.00,2.00,1.00,100.00,3.00,,,,"44,073.1","16,436.9",251.5,156.3,,"64,517.2","19,059.7",,Yes,Yes,,2.25,Yes,Yes,Yes,Yes,56.92,14.9,,Yes,Yes,Yes,No,Yes,,,Yes,106.1,Yes,Yes,No,,Yes,No,Yes,Yes,,,,,,,,,,0.97,,88.50,,"3,470.00",,316.00,8.60,,,,,,,,,,,,,"18,309.8",86.21,,,,,,13058.8,Large Cap
LG Chem Ltd,051910,2017,3.18,3.55,1.27,4.95,68.42,68.11,49.85,87.24,1.2,0.3,0.2,0.1,No,"5,270.0","4,141.0","1,117.2",,,,Yes,36.9,,,21.00,,,,0.18,0.39,,0.35,0.55,,"29,455.00",,,13.00,3.00,3.00,7.00,100.00,7.00,111.00,5.00,11.00,96.06,0.00,,,,3.00,0.00,,56.00,66.00,4.00,3.00,2.00,1.00,100.00,3.00,,"5,231.6",,"45,802.2","17,469.4",278.8,188.8,,"66,351.5","19,783.6",,Yes,Yes,,3.51,Yes,Yes,Yes,Yes,54.30,18.9,,Yes,Yes,Yes,No,Yes,,,Yes,127.1,Yes,Yes,Yes,,Yes,No,Yes,Yes,22.9,,,,,,,,,1.84,,90.91,,,,450.00,7.79,,,,,,,,,,,,,"22,169.4",90.09,,,,,,13058.8,Large Cap
LG Chem Ltd,051910,2018,3.42,3.87,1.39,5.17,70.20,73.45,49.85,87.24,1.2,0.2,0.2,0.3,No,"5,317.4","3,781.2","1,126.1",,,,Yes,16.2,,,22.00,,,,0.14,0.28,,0.34,0.37,,"18,390.00",,,14.00,3.00,3.00,5.00,100.00,7.00,119.00,5.00,9.00,88.95,0.00,,,,4.00,0.00,,57.00,67.00,4.00,3.00,2.00,1.00,100.00,3.00,,"5,397.7",,"44,634.4","17,520.0",257.3,190.6,15.4,"63,364.9","18,590.7","44,774.0",Yes,Yes,,3.57,Yes,Yes,Yes,Yes,49.09,24.0,,Yes,Yes,Yes,No,Yes,,,Yes,130.5,Yes,Yes,Yes,,Yes,No,Yes,Yes,14.1,,,,,,,,,1.72,,90.91,,,,6.00,8.38,,,,,,,,,,,,,"21,942.2",93.46,,,,,,13058.8,Large Cap
LG Chem Ltd,051910,2019,4.03,4.30,2.63,5.17,68.60,68.65,49.85,87.24,1.0,0.3,0.2,0.2,No,"5,405.6","4,104.4","1,172.5",,,,Yes,17.1,,,22.40,,,,0.15,0.16,,0.47,0.31,,"19,025.00",,,15.00,3.00,3.00,6.00,100.00,7.00,156.00,5.00,9.00,81.94,0.00,,,,7.00,0.00,,58.00,67.00,4.00,3.00,2.00,1.00,100.00,3.00,,"5,532.9",,"46,691.7","19,053.9",253.1,150.7,22.7,"69,559.3","19,489.0","50,070.0",Yes,Yes,,3.60,Yes,Yes,Yes,Yes,49.99,25.0,,Yes,Yes,Yes,No,Yes,,,Yes,123.4,Yes,Yes,Yes,,Yes,No,Yes,Yes,1.4,,,,,,,,,0.87,,92.00,,,0.32,13.00,1.34,,,,,,,,,,,,,"26,677.1",86.00,,,,,,13058.8,Large Cap
LG Chem Ltd,051910,2020,4.23,5.23,2.42,4.64,64.38,72.73,33.07,87.24,0.9,0.6,0.1,0.1,No,"5,390.0","4,130.6","1,250.1",,"179,273.0",,Yes,15.6,,,,,,,0.25,0.18,,0.65,0.34,,"18,244.00",,,16.00,3.00,3.00,5.00,100.00,7.00,107.00,5.00,10.00,86.67,0.00,,,,7.00,0.00,,57.00,66.00,4.00,3.00,2.00,1.00,100.00,3.00,,"5,378.8",1.00,"36,831.4","7,176.2",230.9,124.6,9.3,"66,937.7","20,915.2","46,023.0",Yes,Yes,,,Yes,Yes,Yes,Yes,,16.0,,Yes,Yes,Yes,No,Yes,,2.1,Yes,120.0,Yes,Yes,Yes,,Yes,No,Yes,Yes,1.8,,,,,,"4,131.0",1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13058.8,Large Cap
LG Chem Ltd,051910,2021,4.46,5.88,2.28,4.68,66.61,74.45,38.06,87.24,4.1,1.0,0.2,0.2,No,"5,439.3","4,895.9","1,354.7",,"205,394.0",,Yes,17.3,,,,,0.00,,0.25,0.21,,0.76,0.51,,"18,792.00",,,17.00,3.00,3.00,7.00,100.00,6.00,108.00,4.00,10.00,100.00,0.00,,,,8.00,0.00,,58.00,67.00,4.00,3.00,2.00,1.00,100.00,3.00,,"5,846.3",1.00,"49,556.9","7,676.0",278.3,162.1,12.3,"78,063.6","21,449.3","56,614.0",Yes,Yes,,,Yes,Yes,Yes,Yes,,28.4,,Yes,Yes,Yes,No,Yes,152.0,1.1,Yes,124.4,Yes,Yes,Yes,,Yes,No,Yes,Yes,306.3,,,,,,"4,362.0",1.6,,,,,,,,,3.33,,,,,,,,,,,,,,,,,,,,13058.8,Large Cap
LG Chem Ltd,051910,2022,5.02,5.84,3.57,5.24,66.28,74.45,37.06,87.24,3.8,1.2,0.2,0.2,No,"5,628.9","4,406.7","1,217.4",,"111,575.0",,Yes,21.8,,,,0.00,,,0.10,0.36,,0.61,1.10,,"19,627.00",,,18.00,4.00,4.00,7.00,100.00,7.00,113.00,5.00,11.00,98.99,0.00,,,,10.00,2.00,,46.00,67.00,4.00,3.00,2.00,3.00,100.00,3.00,,"5,629.0",1.00,"49,020.0","8,007.1",279.6,172.0,11.1,"74,781.3","21,190.1","53,591.0",Yes,Yes,,,Yes,Yes,Yes,Yes,,48.5,,Yes,Yes,Yes,No,Yes,129.6,1.0,Yes,128.7,Yes,Yes,Yes,,Yes,No,Yes,Yes,741.5,,,,,,"3,922.3",1.6,,,,,,,,17.00,1.19,,,,,,,,,,,,,,,,,,,,13058.8,Large Cap
LG Chem Ltd,051910,2023,,,,,,,,,3.2,0.2,0.2,0.1,No,"5,176.7","4,381.5","11,472.0",,,,Yes,23.8,,,,0.00,0.00,0.00,0.16,0.18,,0.83,0.78,,"19,218.00",,,1.00,4.00,4.00,6.00,100.00,7.00,113.00,5.00,11.00,98.86,0.00,,,,8.00,2.00,,47.00,68.00,4.00,3.00,2.00,2.00,100.00,3.00,,,,"46,192.8","15,376.1",248.0,155.2,10.5,"73,423.0","22,543.5","50,880.0",Yes,Yes,,,Yes,Yes,Yes,Yes,,62.0,,Yes,Yes,Yes,No,Yes,,,Yes,123.0,Yes,Yes,Yes,,Yes,No,Yes,Yes,878.6,,,,,,,,,,,,,,,6.00,0.51,,,,,,,,,,,,,,,,,,,,13058.8,Large Cap
Lotte Chemical Corp,011170,2009,,,,,31.00,3.26,16.63,72.97,,,,,No,,,,,,,No,3.4,,,,,,,,,,,,,,,,5.00,3.00,3.00,5.00,,7.00,35.00,5.00,10.00,,0.00,,,,0.00,0.00,,54.00,61.00,4.00,2.00,1.00,1.00,,2.00,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,,1.3,,Yes,Yes,Yes,No,Yes,,,Yes,,No,Yes,Yes,,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2074.9,Mid Cap
Lotte Chemical Corp,011170,2010,,,,,31.34,3.26,17.65,72.97,,,,,No,,,,,,,Yes,5.3,,,,,,,,,,,,,,,,6.00,3.00,3.00,4.00,,7.00,40.00,5.00,9.00,,0.00,,,,0.00,0.00,,55.00,62.00,4.00,2.00,1.00,1.00,,2.00,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,,1.9,,Yes,Yes,Yes,No,Yes,,,Yes,,No,Yes,Yes,,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2074.9,Mid Cap
Lotte Chemical Corp,011170,2011,,,,,33.44,3.26,17.65,79.23,,,,,No,,,,,,,Yes,6.3,,,,,,,,,,,,,,,,7.00,3.00,3.00,5.00,,7.00,41.00,4.00,6.00,,0.00,,,,0.00,0.00,,56.00,64.00,4.00,2.00,1.00,1.00,,2.00,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,,2.5,,Yes,Yes,Yes,No,Yes,,,Yes,,No,Yes,Yes,,Yes,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2074.9,Mid Cap
Lotte Chemical Corp,011170,2012,,,,,33.44,3.26,17.65,79.23,,,,,No,,,,,,,Yes,4.1,,,,,,,,,,,,,,,,8.00,3.00,3.00,6.00,,7.00,50.00,4.00,9.00,,0.00,,,,0.00,0.00,,57.00,65.00,4.00,2.00,1.00,1.00,,2.00,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,,2.1,,Yes,Yes,Yes,No,Yes,,,Yes,,No,Yes,Yes,,Yes,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2074.9,Mid Cap
Lotte Chemical Corp,011170,2013,,,,,32.11,2.42,17.65,76.10,,,,,No,,,,,,,Yes,3.3,,,,,,,,,,,,,,,,9.00,3.00,3.00,3.00,,7.00,53.00,4.00,10.00,,0.00,,,,0.00,0.00,,58.00,63.00,4.00,2.00,1.00,1.00,100.00,2.00,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,,1.6,,Yes,Yes,Yes,No,Yes,,,Yes,,No,Yes,No,,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2074.9,Mid Cap
Lotte Chemical Corp,011170,2014,,,,,32.96,2.42,20.22,76.10,,,,,No,,,,,,,Yes,10.3,,,,,,,,,,,,,"5,355.00",,,1.00,3.00,3.00,4.00,,7.00,59.00,4.00,12.00,,0.00,,,,1.00,0.00,,58.00,64.00,4.00,2.00,1.00,1.00,100.00,2.00,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,,1.7,,Yes,Yes,Yes,No,Yes,,,Yes,,No,Yes,No,,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2074.9,Mid Cap
Lotte Chemical Corp,011170,2015,3.01,3.77,0.88,4.43,49.34,49.98,24.40,73.54,0.8,,0.1,0.1,No,"4,200.5","1,432.5",,0.54,,,Yes,10.7,,,,,,,,,,,,,"5,106.00",,,2.00,3.00,3.00,4.00,,7.00,60.00,4.00,14.00,,0.00,,,,0.00,1.00,,60.00,64.00,4.00,3.00,2.00,1.00,,2.00,0.0,,,"29,715.0",,79.3,63.7,10.4,"39,375.0","10,836.0",,Yes,Yes,,,Yes,Yes,Yes,Yes,,2.3,,Yes,Yes,Yes,No,Yes,,,Yes,34.9,No,Yes,No,,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,921.2",,,,,,,2074.9,Mid Cap
Lotte Chemical Corp,011170,2016,3.14,3.78,0.88,4.99,50.94,49.14,24.40,79.17,0.8,,0.1,0.1,No,"4,207.7","1,481.5",,0.54,,,Yes,10.8,,,,,,,,,,,,,"5,320.00",,,3.00,3.00,3.00,4.00,100.00,7.00,62.00,4.00,16.00,,0.00,,,,0.00,1.00,,59.00,65.00,4.00,3.00,2.00,1.00,100.00,2.00,0.1,,,"30,179.4",,76.1,48.6,21.1,"40,670.5","11,718.6",,Yes,Yes,,,Yes,Yes,Yes,Yes,,3.2,,Yes,Yes,Yes,No,Yes,,,Yes,31.0,No,No,No,,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,808.2",,,,,,,2074.9,Mid Cap
Lotte Chemical Corp,011170,2017,3.20,3.97,0.88,4.88,50.94,49.14,24.40,79.17,1.1,,0.1,0.1,No,"4,428.2","1,550.9",,0.52,,,Yes,16.7,,,,,,,,,,,,,"5,468.00",,,4.00,3.00,3.00,4.00,100.00,7.00,69.00,4.00,14.00,,0.00,,,,0.00,1.00,,60.00,66.00,4.00,3.00,2.00,1.00,100.00,2.00,0.1,,,"31,994.7",,68.6,39.7,23.5,"42,781.0","12,950.0",,Yes,Yes,,,Yes,Yes,Yes,Yes,,3.7,,Yes,Yes,Yes,No,Yes,,,Yes,21.6,No,No,No,,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,454.0",,,,,,,2074.9,Mid Cap
Lotte Chemical Corp,011170,2018,3.01,3.63,0.88,4.69,48.53,39.50,24.40,81.55,1.0,,0.1,0.1,No,"4,193.4","2,069.3",,0.45,,,Yes,10.5,,,,,,,,,,,,,"7,305.00",,,5.00,3.00,3.00,4.00,100.00,9.00,76.00,6.00,14.00,87.33,0.00,,,,0.00,1.00,,54.00,67.00,5.00,3.00,2.00,1.00,66.67,2.00,,,,"33,394.4",,109.3,79.8,17.0,"46,154.0","15,406.0",,Yes,Yes,,,Yes,Yes,Yes,Yes,,5.1,,Yes,Yes,Yes,No,Yes,,,Yes,30.1,No,No,No,,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,027.2",,,,,,,2074.9,Mid Cap
Lotte Chemical Corp,011170,2019,3.00,3.54,0.88,4.82,55.15,56.15,25.42,83.74,12.7,,0.1,0.3,No,"4,745.1","2,059.4",,0.46,,,Yes,9.9,,,,,,,,,,,,,"7,617.00",,,6.00,3.00,3.00,6.00,100.00,9.00,82.00,6.00,16.00,84.20,3.00,2.00,,,0.00,1.00,,55.00,64.00,5.00,3.00,2.00,1.00,100.00,2.00,,,,"35,936.7",,114.6,91.8,11.7,"47,431.0","14,663.0",,Yes,Yes,,,Yes,Yes,Yes,Yes,,5.2,,Yes,Yes,Yes,No,Yes,,,Yes,35.1,Yes,Yes,No,,Yes,No,Yes,No,,,,,,,"2,059.4",,,,,,,,,,,,,,,,,,,,,,,"8,292.6",,,,,,,2074.9,Mid Cap
Lotte Chemical Corp,011170,2020,3.60,4.63,0.88,5.43,66.89,79.19,25.82,95.54,11.3,0.1,0.1,0.2,No,"3,622.3","1,955.8","11,693.9",0.49,"77,814.1",,Yes,8.8,,,,,,,,,,,,,"4,669.00",,,1.00,3.00,3.00,4.00,100.00,9.00,104.00,6.00,14.00,84.48,3.00,3.00,4.00,85.71,2.00,1.00,,55.00,65.00,6.00,3.00,2.00,1.00,66.67,2.00,,"3,615.2",1.00,"28,014.3","6,935.6",105.5,83.6,9.9,"39,407.0","12,937.0",,Yes,Yes,,,Yes,Yes,Yes,Yes,,3.4,,Yes,Yes,Yes,No,Yes,,0.8,Yes,30.0,Yes,Yes,No,,Yes,No,Yes,Yes,0.4,,,,,,,0.4,,,,,,,0.14,,,,,,,,,,,,,,,"5,781.9",,,,,,,2074.9,Mid Cap
Lotte Chemical Corp,011170,2021,3.82,4.80,1.32,5.33,66.29,75.81,27.39,95.54,8.2,0.1,0.1,0.2,No,"4,461.5","2,098.2","18,005.0",0.53,"67,084.2",,Yes,7.9,,,15.80,,,,,,,,,,"4,651.00",,,2.00,3.00,3.00,4.00,100.00,11.00,97.00,7.00,11.00,95.25,3.00,3.00,4.00,100.00,4.00,1.00,,50.00,66.00,6.00,3.00,2.00,1.00,100.00,2.00,,"4,452.7",1.00,"35,000.3","6,749.7",117.1,93.7,10.5,"46,642.0","13,105.0","33,537.0",Yes,Yes,,,Yes,Yes,Yes,Yes,,4.3,,Yes,Yes,Yes,No,Yes,,1.1,Yes,37.8,Yes,Yes,No,,Yes,No,Yes,Yes,0.1,,,,,,,0.1,,,,,,,0.13,,,,,,,,,,,,,,,"8,809.5",,,,,,,2074.9,Mid Cap
Lotte Chemical Corp,011170,2022,3.96,5.29,1.32,5.05,64.30,72.43,24.79,95.54,7.0,0.1,0.1,0.2,No,"4,187.4","2,027.3","27,703.3",,"80,193.1",,Yes,12.3,,,16.30,,,,,,,,,,"4,732.00",,,3.00,3.00,3.00,4.00,100.00,10.00,101.00,6.00,13.00,95.22,3.00,3.00,3.00,100.00,3.00,1.00,,51.00,67.00,5.00,3.00,2.00,1.00,100.00,2.00,,"4,152.4",1.00,"32,972.2","6,437.8",111.8,94.3,7.3,"43,920.0","12,802.0","31,118.0",Yes,Yes,,,Yes,Yes,Yes,Yes,,6.9,,Yes,Yes,Yes,No,Yes,,0.8,Yes,39.1,Yes,Yes,No,,Yes,No,Yes,Yes,0.3,34.34,,,,,,0.3,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,2074.9,Mid Cap
Lotte Chemical Corp,011170,2023,,,,,,,,,,,,,No,"6,153.5","4,063.6","11,587.9",,,,Yes,8.9,,,16.00,,,,,,,,,,"4,962.00",,,1.00,3.00,3.00,4.00,100.00,10.00,101.00,6.00,11.00,94.70,3.00,3.00,2.00,100.00,3.00,1.00,,52.00,68.00,6.00,3.00,2.00,1.00,100.00,2.00,,,1.00,,,,,,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,,8.5,,Yes,Yes,Yes,No,Yes,,,Yes,,Yes,Yes,No,,Yes,No,Yes,Yes,,33.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2074.9,Mid Cap
Lotte Chemical Titan Holding Bhd,TTNP,2019,,,,,55.25,50.56,25.18,89.86,0.0,,0.0,0.0,No,,402.1,,,"167,764.0",,Yes,,No,,17.05,0.00,,,0.07,,,,,,"1,495.00",,3.19,1.00,4.00,4.00,6.00,100.00,7.00,7.00,6.00,6.00,100.00,3.00,2.00,1.00,100.00,0.00,3.00,,45.00,72.00,4.00,3.00,2.00,1.00,100.00,3.00,0.0,,,"10,622.8",553.5,2.6,0.4,,"14,124.7",,,Yes,Yes,,,Yes,No,Yes,Yes,100.00,,"36,556.00",Yes,Yes,No,No,Yes,,,Yes,1.6,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,No,No,,,,0.29,,,,"5,200,999,936.00",,,,,,,,,,,,,,,,,,,,,,,242.3,Small Cap
Lotte Chemical Titan Holding Bhd,TTNP,2020,,,,,62.28,62.76,34.10,89.86,0.3,,0.0,0.0,No,,382.7,,,"133,791.0","4,298.45",Yes,,Yes,,17.22,0.00,,,0.13,,,,,,"1,509.00",,2.00,2.00,4.00,4.00,5.00,100.00,7.00,7.00,6.00,5.00,97.14,3.00,2.00,1.00,100.00,0.00,3.00,,46.00,73.00,4.00,3.00,2.00,1.00,100.00,3.00,0.1,,,"9,679.4",582.4,2.3,0.9,,"14,255.7",,,Yes,Yes,,,Yes,Yes,Yes,Yes,100.00,,"19,685.00",Yes,Yes,Yes,No,Yes,,,Yes,1.2,Yes,Yes,No,Yes,Yes,No,No,Yes,,,,Yes,No,No,,,,0.29,106.00,95.00,,"5,715,999,744.00",,,,,,,,,,,,,,,,,83.00,,,,,,242.3,Small Cap
Lotte Chemical Titan Holding Bhd,TTNP,2021,3.08,2.37,2.16,5.60,57.30,48.35,33.56,89.86,0.0,,0.1,0.0,No,,353.6,,,"194,191.0",,Yes,,Yes,,17.35,0.00,,,0.13,,,,,,"1,510.00",,2.90,3.00,4.00,4.00,7.00,89.25,7.00,7.00,5.00,6.00,90.24,3.00,2.00,2.00,83.34,0.00,3.00,,47.00,74.00,4.00,3.00,2.00,2.00,83.34,3.00,0.3,,,"10,400.8",534.1,25.9,0.9,,"13,679.0",,,Yes,Yes,,,Yes,Yes,Yes,Yes,100.00,,"31,942.00",Yes,Yes,Yes,No,Yes,,,Yes,21.4,Yes,Yes,Yes,Yes,Yes,No,No,Yes,,,,Yes,No,No,,,,0.29,,,,"5,292,689,920.00",,,,,,,,24.00,,,,,,,,,,,,,,,242.3,Small Cap
