Company,Ticker,Year,BESG ESG Score,BESG Environmental Pillar Score,BESG Social Pillar Score,BESG Governance Pillar Score,ESG Disclosure Score,Environmental Disclosure Score,Social Disclosure Score,Governance Disclosure Score,Nitrogen Oxide Emissions,VOC Emissions,Particulate Emissions,Sulphur Dioxide / Sulphur Oxide Emissions,Risks of Climate Change Discussed,GHG Scope 1,GHG Scope 2 Location-Based,GHG Scope 3,Carbon per Unit of Production,Fuel Used - Natural Gas,Energy Per Unit of Production,Policy Against Child Labor,Community Spending,Gender Pay Gap Breakout,Pct Women in Middle and or Other Management,Pct Women in Workforce,Fatalities - Employees,Fatalities - Contractors,Fatalities - Total,Lost Time Incident Rate - Employees,Lost Time Incident Rate - Contractors,Lost Time Incident Rate - Workforce,Total Recordable Incident Rate - Employees,Total Recordable Incident Rate - Contractors,Total Recordable Incident Rate - Workforce,Number of Employees - CSR,Number of Contractors,Employee Turnover Pct,Years Auditor Employed,Size of Audit Committee,Number of Independent Directors on Audit Committee,Audit Committee Meetings,Audit Committee Meeting Attendance Percentage,Board Size,Number of Executives / Company Managers,Number of Non Executive Directors on Board,Number of Board Meetings for the Year,Board Meeting Attendance Pct,Size of Compensation Committee,Num of Independent Directors on Compensation Cmte,Number of Compensation Committee Meetings,Compensation Committee Meeting Attendance %,Number of Female Executives,Number of Women on Board,Board Age Limit,Age of the Youngest Director,Age of the Oldest Director,Number of Independent Directors,Size of Nomination Committee,Num of Independent Directors on Nomination Cmte,Number of Nomination Committee Meetings,Nomination Committee Meeting Attendance Percentage,Board Duration (Years),Carbon Monoxide Emissions,CO2 Scope 1,Scope of Disclosure,Total Energy Consumption,Electricity Used,Total Waste,Waste Recycled,Waste Sent to Landfills,Total Water Withdrawal,Total Water Discharged,Water Consumption,Human Rights Policy,Equal Opportunity Policy,Pct Women in Senior Management,Pct Minorities in Workforce,Business Ethics Policy,Anti-Bribery Ethics Policy,Health and Safety Policy,Training Policy,Pct Employees Unionized,Employee Training Cost,Total Hours Spent by Firm - Employee Training,Social Supply Chain Management,Emissions Reduction Initiatives,Climate Change Policy,Climate Change Opportunities Discussed,Energy Efficiency Policy,Fuel Used - Coal/Lignite,Fuel Used - Crude Oil/Diesel,Waste Reduction Policy,Hazardous Waste,Environmental Supply Chain Management,Water Policy,Biodiversity Policy,Quality Assurance and Recall Policy,Consumer Data Protection Policy,Fair Remuneration Policy,Verification Type,Employee CSR Training,Renewable Energy Use,80%+ Workforce Gender Pay Gap Waterfall,Political Donations,Company Conducts Board Evaluations,Company Has Executive Share Ownership Guidelines,Director Share Ownership Guidelines,GHG Scope 2 Market-Based,Self Generated Renewable Electricity,Pct Minorities in Management,Pct Disabled in Workforce,Percentage Gender Pay Gap for Senior Management,Percentage Gender Pay Gap Mid & Other Management,CO2 Scope 2 Location-Based,Water per Unit of Production,Pct Recycled Materials,Number of Suppliers Audited,Percentage Suppliers Audited,Number of Supplier Audits Conducted,Number Supplier Facilities Audited,Percentage of Suppliers in Non-Compliance,ODS Emissions,Number of Customer Complaints,Transition Plan Claim,Adopts TNFD Recommendations,Zero Deforestation Policy,Board Level Oversight of Biodiversity,Executive Level Oversight of Biodiversity,Company Discloses Employee Engagement Score,Indep Directors,Raw Materials Used,Percentage Gender Pay Gap Employees Ex Management,Percentage Raw Material from Sustainable Sources,"Revenue, Adj","Net Income, Adj",Margin %,"EPS, Adj",Market Cap ($M),Market Cap Category
Kansai Electric Power Co Inc/The,9503,2024,,,,,,,,,3.5,,,1.9,Yes,"19,878.0",4.0,"35,961.0",,"8,335.5",,Yes,2.0,,3.00,9.90,0.00,0.00,0.00,0.14,,,,,,"40,419.00",,,56.00,6.00,4.00,14.00,98.72,13.00,15.00,8.00,15.00,98.36,4.00,4.00,6.00,100.00,1.00,3.00,,58.00,81.00,8.00,4.00,4.00,10.00,100.00,1.00,,,,"93,612.5",,609.8,594.6,15.2,"6,940.0","3,960.0",,Yes,Yes,,,Yes,Yes,Yes,Yes,,1.9,"1,790,560.00",Yes,Yes,Yes,Yes,,"3,453.0",161.0,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,,45.80,,,,,,,,2.60,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,Unknown
Kerry Group PLC,KYGA,2014,,,,,39.503,3.836,25.212,89.284,,,,,No,,,,0.319,,,Yes,,,,,,,,,,,,,,"23,767.000",,,29.000,3.000,3.000,5.000,100.000,14.000,4.000,10.000,7.000,100.000,3.000,3.000,4.000,100.000,0.000,1.000,,50.000,70.000,10.000,3.000,3.000,5.000,100.000,1.000,,,,,,,,,,,,Yes,Yes,21.000,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,No,Yes,,,Yes,,No,Yes,No,,,No,Yes,No,,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16901.9,Large Cap
Kerry Group PLC,KYGA,2015,2.590,0.520,2.110,7.470,46.183,21.595,26.239,90.548,,,,,No,,,,0.318,,,Yes,,,,,,,,,,,,,,"23,000.000",,,30.000,3.000,3.000,6.000,100.000,15.000,4.000,11.000,7.000,100.000,3.000,3.000,4.000,100.000,0.000,2.000,,51.000,71.000,11.000,3.000,3.000,4.000,100.000,1.000,,,,,,,,,,,,Yes,Yes,21.000,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,No,Yes,,,Yes,,Yes,Yes,No,,,No,Yes,No,,,0.000,,,,,,,,,,,"4,670.000",,,,,,,,,,,,,,,,,,,,,,,16901.9,Large Cap
Kerry Group PLC,KYGA,2016,3.160,0.760,3.050,8.090,46.464,22.440,26.239,90.548,,,,,No,,,,0.312,,,Yes,,,,,,,,,,,,,,"23,000.000",,,1.000,4.000,4.000,6.000,100.000,15.000,4.000,11.000,8.000,98.330,4.000,4.000,4.000,93.750,0.000,2.000,,52.000,72.000,11.000,4.000,4.000,4.000,100.000,1.000,,,,,,,,,,,,Yes,Yes,26.000,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,No,Yes,,,Yes,,Yes,Yes,Yes,,,No,Yes,No,,,0.000,,,,,,,,,,,"4,760.000",,,,,,,,,,,,,,,,,,,,,,,16901.9,Large Cap
Kerry Group PLC,KYGA,2017,3.070,0.520,3.160,8.210,59.702,60.767,27.660,90.548,1.202,0.266,,0.859,No,514.521,,"10,455.200",0.279,,0.950,Yes,,,,,,,,,,,,,,"24,000.000",,,2.000,4.000,4.000,6.000,100.000,12.000,3.000,9.000,7.000,100.000,4.000,4.000,5.000,100.000,0.000,2.000,,43.000,73.000,9.000,4.000,4.000,4.000,100.000,1.000,,,,"3,521.470",784.809,461.860,34.188,41.949,"21,777.000","18,319.000","3,645.000",Yes,Yes,24.000,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,No,Yes,,,Yes,1.499,Yes,Yes,No,,,No,Yes,No,248.140,,0.000,,,,415.811,,,,,,,6.770,,,,,,,0.000,,,,,,,,,,,,,,,,16901.9,Large Cap
Kerry Group PLC,KYGA,2018,3.990,2.610,2.620,8.060,47.048,22.773,27.660,90.548,,,,,Yes,,,,0.260,,,Yes,,,,,,,,,,,,,,"25,000.000",,,3.000,4.000,4.000,6.000,100.000,12.000,3.000,9.000,7.000,100.000,4.000,4.000,5.000,100.000,1.000,3.000,,44.000,65.000,9.000,3.000,3.000,5.000,100.000,1.000,,,,,,,,,,,,Yes,Yes,26.000,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,No,Yes,,,Yes,,Yes,Yes,Yes,,,No,Yes,No,,,0.000,,,,,,,,,,,"4,410.000",,,,,,,,,,,,,,,,,,,,,,,16901.9,Large Cap
Kerry Group PLC,KYGA,2019,4.690,4.130,2.620,8.150,61.040,64.784,27.660,90.548,0.991,0.196,,0.044,Yes,434.759,360.720,"9,609.030",0.239,,0.920,Yes,,,,,,,,,,,,,,"26,000.000",,,4.000,4.000,4.000,6.000,95.830,12.000,3.000,9.000,14.000,98.970,4.000,4.000,4.000,100.000,1.000,3.000,,45.000,66.000,9.000,4.000,4.000,4.000,100.000,1.000,,,1.000,"3,142.680",772.677,404.322,33.958,35.003,"20,505.000","17,627.000","3,111.000",Yes,Yes,25.000,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,No,Yes,,,Yes,1.237,Yes,Yes,Yes,,,No,Yes,No,80.445,,0.000,,,,360.720,,,,,,,6.030,,,,,,,0.000,,,,,,,,,,,,,,,,16901.9,Large Cap
Kerry Group PLC,KYGA,2020,5.240,4.710,3.310,8.390,60.567,63.365,27.660,90.548,1.004,0.207,,0.042,Yes,474.460,370.096,"10,005.800",,,0.953,Yes,,,,,,,,,,,,,,"20,245.000",,,5.000,4.000,4.000,6.000,100.000,12.000,3.000,9.000,14.000,98.140,4.000,4.000,6.000,100.000,1.000,4.000,,46.000,67.000,9.000,4.000,4.000,6.000,100.000,1.000,,,1.000,"3,288.430",793.533,453.128,26.793,32.932,"21,606.000","19,056.000","2,754.000",Yes,Yes,35.000,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,No,Yes,,,Yes,1.413,Yes,Yes,Yes,,,No,Yes,No,216.373,,0.000,,,,295.291,,,,,,,6.390,,,,,,,0.000,,,,,,,,,,,,,,,,16901.9,Large Cap
Kerry Group PLC,KYGA,2021,5.650,5.870,3.380,8.060,65.376,69.043,36.427,90.548,1.018,0.210,,0.043,Yes,474.642,323.731,"10,511.900",,,1.060,Yes,,,,,1.000,,,,,,1.350,,,"20,631.000",,,6.000,5.000,5.000,6.000,96.000,13.000,3.000,10.000,11.000,100.000,4.000,4.000,6.000,100.000,1.000,3.000,,47.000,68.000,10.000,3.000,3.000,5.000,100.000,1.000,,411.182,1.000,"3,555.850",744.180,467.365,25.835,24.947,"22,480.000","19,299.000","3,429.000",Yes,Yes,36.000,,Yes,Yes,Yes,Yes,25.000,,"103,155.000",Yes,Yes,Yes,Yes,Yes,,,Yes,1.619,Yes,Yes,Yes,,,No,Yes,No,729.270,,0.000,,,,178.798,,,,,,,6.680,57.000,,,,,,0.000,,,,,,,,,,,86.000,,,,,16901.9,Large Cap
Kerry Group PLC,KYGA,2022,5.850,6.010,3.540,8.360,64.903,67.623,36.427,90.548,1.112,0.209,,0.053,Yes,452.607,311.481,"9,866.460",,,1.050,Yes,,,,,0.000,,,,,,1.180,,,"21,939.000",,,7.000,5.000,5.000,6.000,96.660,11.000,3.000,8.000,8.000,100.000,4.000,4.000,5.000,100.000,1.000,4.000,,49.000,67.000,8.000,3.000,3.000,4.000,100.000,1.000,,,1.000,"3,486.630",737.852,491.828,46.328,22.068,"21,566.000","17,789.000","4,008.000",Yes,Yes,36.000,,Yes,Yes,Yes,Yes,32.000,,"109,695.000",Yes,Yes,Yes,Yes,Yes,,,Yes,1.619,Yes,Yes,Yes,,,No,Yes,No,985.853,,0.000,,,,49.085,,,,,,,6.510,74.000,,,,,,0.000,,,,,,,,,,,84.000,,,,,16901.9,Large Cap
Kerry Group PLC,KYGA,2023,,,,,,,,,1.231,0.213,,0.065,Yes,423.401,,"8,871.300",,,1.080,Yes,,,,,1.000,,,,,,0.900,,,"21,141.000",,,8.000,5.000,5.000,6.000,96.660,14.000,3.000,11.000,14.000,98.230,4.000,4.000,5.000,100.000,1.000,6.000,,49.000,69.000,11.000,4.000,4.000,6.000,100.000,1.000,,,,"3,235.080",686.128,428.421,27.912,17.877,"19,591.000","16,193.000","3,568.000",Yes,Yes,37.000,,Yes,Yes,Yes,Yes,30.000,,"147,987.000",Yes,Yes,Yes,Yes,Yes,,,Yes,1.677,Yes,Yes,Yes,,,No,Yes,No,918.621,,0.000,,,,50.269,,,,,,,6.560,85.000,,,,,,0.000,,,,,,,,,,,,,,,,16901.9,Large Cap
Keyera Corp,KEY,2008,,,,,27.15,0.00,3.23,78.03,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,6.00,3.00,3.00,5.00,100.00,9.00,6.00,8.00,8.00,95.08,4.00,4.00,5.00,95.00,0.00,1.00,,,,8.00,4.00,4.00,5.00,95.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6826.7,Mid Cap
